id,q_content
c5029,Why are these people torturing the poor cow?
c5030,In what country was this photo taken?
c5031,What is he packing for?
c5032,What do you think he packed in his bag? 
c5033,What makes some elephants follow the others?
c5034,What is an elephant's favorite food?
c5035,Do you think they remember what they had for lunch?
c5036,Will they be going for group swim later?
c5037,what is this man holding in his hands?
c5038,Is this image being seen through a porthole in a ship?
c5039,How much physical training do you have to go through to become decent at tennis?
c5040,How much do you get paid?
c5041,Can this man also ride a bike?
c5042,Is this woman on the bike in purple related to the man on the skateboard in some way?
c5043,Are refrigerators with stainless steel expensive?
c5044,Are kitchens often colored with cerulean blue?
c5045,How many times has this person snowboarded down this hill today?
c5046,Who trained the person in this picture?
c5047,When you learn to ski how long does it take before you can go downhill without falling?
c5048,How do you ski safely when the slope is crowded?
c5049,Where do you think train station is located based off the geographical features and buildings?
c5050,"What came first, the car or the train?"
c5051,Are there any more animal close by?
c5052,What kind of insects are on the animals?
c5053,Why is she holding the banana like it's a phone?
c5054,Is she stoned?
c5055,"Is this location in India?
"
c5056,Is this event a parade?
c5057,Is he on the toilet in this picture?
c5058,Is he trying to show off the bath tub fixtures?
c5059,How old are the people in the picture?
c5060,Why is he drinking from a cup but she's drinking from a bottle?
c5061,How long has the skiier been doing this for fun?
c5062,Is this a man or woman?
c5063,Do you think the guy without sleeves considers himself a swing voter?
c5064,How many people do you think are on the other team?
c5065,Is there a fruit stand close by
c5066,Does the girl have any relatives?
c5067,Does this computer look dated to you?
c5068,Is all of the computer equipment necessary?
c5069,Has she ever seen a banana before?
c5070,Did this girl get enough sleep last night?
c5071,Did the boy have a good breakfast before the game?
c5072,Is the boy's family watching the game too?
c5073,What's the name of the rock in the background?
c5074,What happened to the tracks this person left behind?
c5075,Do you think this is in a skiing resort?
c5076,How talented or experienced is the skier?
c5077,How much do you like old computers?
c5078,How well do old computers run modern software?
c5081,"Is the man visiting this country?
"
c5082,Did he offer to help carrying the baskets?
c5083,How many outs are there in this inning?
c5084,Has this boy scored for his team in the game?
c5085,Is this an apartment or house he is in?
c5086,Is the man wearing any shoes?
c5087,How did the child get into skateboarding?
c5088,Is the child adventurous and a thrill seeker?
c5089,What are in the cabinets in front of the man?
c5090,"How much did the man pay for his piano keyboard and laptop, and were they on sale?"
c5093,How fast do you think he's going?
c5094,   Do you think it's harder to see ahead while skiing when the sun is so bright?
c5095,What horse is the fastest?
c5096,Do horses enjoy Racing?
c5097,Is this man working in his kitchen?
c5098,Does he work producing music?
c5101,Is that the new anti-gravity board?
c5102,Do you think Doc and Marty are hiding in the back somewhere?
c5105,How much does it hurt to have a tooth pulled?
c5106,What are some cheap ways to protect your teeth?
c5107,How many times do these boats go out to sea?
c5108,Are there certain weather where the boats are prohibited from leaving out to sea?
c5111,How does the woman getting the treatment feel about this?
c5112,Why is this demonstration happening outdoors?
c5113,How hard is it to learn to play the Nintendo Wii?
c5114,How popular is the Nintendo Wii game Mario cart?
c5117,Do you have any idea what language that is?
c5118,Do you think roundabouts are easier to understand than 4-way stops?
c5119,How hard is it to learn to swim?
c5120,Is swimming in a public pool clean and safe?
c5121,Is this a place where accidents used to happen a lot before?
c5122,Are the unpaved roads a safety measure to discourage unsafe driving?
c5123,Where is the final destination for the plane?
c5124,What are those construction workers working on?
c5125,How high were the waves?
c5126,When did she start surfing?
c5127,Where in the world are they swimming?
c5128,Who is enjoying swimming out this far from the shore?
c5129,What are the surfer and children heading towards?
c5130,Why isn't the adult in the water with the children?
c5131,Does everyone want to be in the photo?
c5132,What is this event celebrating?
c5133,What is BNU?
c5134,What flavor is the cake?
c5135,Where is he going?
c5136,How experienced is he at driving a motorcycle?
c5137,How fast is this bike going?
c5138,Where is this track located?
c5139,What type of pitch is being thrown?
c5140,Was this a strike?
c5141,What does a giraffe tongue feel like?
c5142,Where is this giraffe located?
c5143,Where was this tie made?
c5144,When was this taken?
c5147,Is the surfer an amateur or a professional surfer?
c5148,What ocean is the surfer surfing in?
c5149,Does the person on the 3 wheeler know the person on the motorcycle?
c5150,Are the people trying to race each other?
c5153,What city is this in?
c5154,What time of day was this picture taken?
c5155,"Are these people family, or friends?"
c5156,How often do they get together to eat pizza?
c5157,Are the people celebrating a special occasion?
c5158,What place are they eating at?
c5161,what country was this image taken in?
c5162,what language does the person speak?
c5165,what is this person doing?
c5166,is this image taken in a hotel bathroom?
c5167,how old is the skateboarder?
c5168,what event was this image taken at?
c5169,who is the driver in the image?
c5170,was this image taken at a racing event?
c5171,where is the woman going?
c5172,what country was this photo taken in?
c5173,Do you think these suitcases belong to the people who own the bikes in the background?
c5174,What do you think these men are having a conversation about?
c5175,"What do you think that the man is holding up, and what does it do?"
c5176,Do you think this man is a professional skier?
c5177,How many people in the back do you think know each other?
c5178,Are those seagulls waiting to be given food?
c5179,Do you think the little kid is helping his parents cook?
c5180,What color do you think is this child's favorite?
c5181,What do you think the woman is drinking?
c5182,Where do you think she got her bracelets from?
c5185,what is the woman looking at?
c5186,why does the man look away?
c5187,How did this boat get overturned?
c5188,Are these rescue workers an emergency crew or simply volunteers?
c5189,Where is the woman on the street going?
c5190,Are all the people in the image headed to work?
c5191,what type of meal is being prepared
c5192,what is being celebrated
c5193,why is the man kissing the ball?
c5194,why are the seats not filled?
c5197,What is the couple at the table talking about?
c5198,What time does the restaurant open every day?
c5199,Where are the people in the water traveling to?
c5200,Do the people in the image have enough food to last them the whole voyage?
c5201,who is the lady looking at?
c5202,why is the lady smiling?
c5203,What team does the catcher play on?
c5204,What is the batter's batting average?
c5205,Where are they going? 
c5206,Do they surf on a regular basis? 
c5207,where is this man going
c5208,does this man have a surfboard
c5209,How much longer will the boy be skiing for?
c5210,How fast is the boy skiing?
c5211,Is this girl training to be a tennis player?
c5212,"Why is this person using an outdated OS on an outdated laptop?
"
c5213,what sort of place is the horse in?
c5214,why is the place so faded and white?
c5217,Is there a log across the road?
c5218,Is this in a rural area.
c5221,Was the player safe?
c5222,What teams are playing in this game?
c5223,Do you think these ladies are drinking alcohol?
c5224,Are these women at home or at someone else's house?
c5225,In what country is this taking place?
c5226,What is the gentleman typing into the phone?
c5227,Is the man standing in a warehouse?
c5228,Are there more than 2 computers?
c5229,Which mountain is this? 
c5230,How much experience do they have skiing? 
c5231,What was the occasion for the celebration for Malaysia and the United States?
c5232,Who made this beautiful cake and how much did it cost?
c5233,What do you think the person holding the kite does for work?
c5234,Was the photographer trying to take a picture of the person with the kite or the little kid or something else? 
c5237,Is the tennis player in a tennis tournament?
c5238,How long has the tennis player been playing this sport?
c5239,Do you think he will get struck out during this pitch?
c5240,What are the chances he hits a homerun?
c5241,are those cars in the back parked?
c5242,is the motorcycle in motion?
c5243,Is the runner on first about to be picked off?
c5244,Is the batter playing for the home team or the away team?
c5245,Why are they using candles?
c5246,Are those flowers from their garden?
c5247,Was the offensive player off sides?
c5248,Did the offensive player score a goal from this play?
c5251,how did these people meet each other
c5252,how long has this group been friends
c5253,"Do you think these are seasonsed surfers, or is this their first trip?"
c5254,Do these people know each other?
c5255,Is this image faked or Photoshopped?
c5256,Why is no one looking at the giant kite in the sky?
c5257,How long has the person been riding a motorcycle?
c5258,Where is the motorcycle bought?
c5261,Why is there a photographer taking a picture of the two people. 
c5262,What is the relationship between the two people. 
c5265,What is the relationship between the four boys?
c5266,Why are two boys barefoot while the other two are wearing shoes?
c5267,When do you think this image was taken?
c5268,Have you ever been in a little league. 
c5269,How did this plane end up in this field next to the woods?
c5270,Was the plane landed because it does look crashed?
c5271,Why are so many people flying kites?
c5272,What are the people in this image looking to get out of this experience?
c5275,What happened in this building to put it in such a state?
c5276,Who is in charge of this group of people?
c5277,Where are these two guys headed?
c5278,Is the guy on the top of the vehicle passing down the bike or is the person on the road passing the bike up?
c5281,Where did the bride purchase her dress?
c5282,What flavor is the cake?
c5285,where is the rest of the herd
c5286,what is the elephant looking at
c5289,How popular is this spot for tourists? 
c5290,How much does the average person make per year that lives here? 
c5291,Why is this bedroom decorated with busts of old people. 
c5292,Why is the style of this room old.
c5295,What do you think he is doing?
c5296,What is the statement being made in this photo?
c5297,What are these people's goals for their lives?
c5298,Where will these people be in five years?
c5299,"Are these mountain bikes, standard bikes or hybrids?"
c5300,Is this a safe area for this father and daughter to be cycling through?
c5301,Will the batter make contact with the ball?
c5302,What is the batter thinking when he's standing at the plate?
c5303,Do they know where to throw the frisbee?
c5304,Are they competing with each other?
c5305,Do you think he uses that batting stance all the time?
c5306,Why do you think there are a lot of empty seats?
c5309,Is that a famous person?
c5310,How hard do you think it is to skateboard?
c5311,How long does it take to learn how to surf?
c5312,Are you able to detect sharks in the water better or worse when you are on a surfboard?
c5313,Where is this couple going so dressed up?
c5314,Who is the person on the man's button?
c5315,Do you think the person cleaning is the one to make the mess?
c5316,What do you think this person was trying to make?
c5317,What flavor is the icing on the cake?
c5318,What is the little girl's name in the background?
c5319,Is there a festival happening here?
c5320,"It's looking pretty cloudy, is there a chance it might rain?"
c5323,what are the nutrition requirements of this athlete
c5324,how long has the athlete participated in this sport
c5325,Where did the two children obtain the kite?
c5326,What type of weather is good weather to fly a kite? What type of weather is bad weather to fly a kite?
c5327,Is he enjoying the pizza?
c5328,What is he looking at?
c5329,Why is this man not wearing a helmet? 
c5330,What is the name of this skateboard trick? 
c5331,Are the giraffes content with their lives?
c5332,Will this experience have a long-term impact on the child?
c5333,What gave the kids the idea to fly kites on this day?
c5334,Is the girl happy to be flying the kite?
c5337,Is the player in this picture a good player? 
c5338,"Is he likely to hit the ball, or will he miss? "
c5339,How many different varieties of bananas are there in the world?
c5340,What is the word for banana in the Dominican Republic?
c5341,Which game do you think they are playing?
c5342,Do you think these two people are in a romantic relationship?
c5345,"Is this seat for a therapist during a session, or for the patient to sit during a therapy session?"
c5346,What kind of wood is the arms of this chair made from?
c5347,Where are the people walking trying to go?
c5348,Did the women in the photo just get back from eating at a restaurant?
c5349,How deep is the river?
c5350,How much does it cost to rent a boat?
c5351,What do you think these girls want to buy off the truck?
c5352,Where do you think this photo was taken?
c5355,Why is there a van parked in a bike only lane on the road?
c5356,Why is there a male nurse on the Chicago University advertising billboard?
c5357,Is that her child in the background?
c5358,Did she leave that trash on the ground behind her?
c5359,"If they fought each other, who would be the last person standing?"
c5360,Where are they going after this photo?
c5361,Where are the women in the picture going?
c5362,Where did the woman on the left get those shoes?
c5365,Why is the elephant being caged? 
c5366,How old is the elephant? 
c5367,Do all species of elephants have a similar diet?
c5368,Can a human outrun an elephant?
c5369,Where does the horse sleep at night?
c5370,What is the lady feeding the horse and why?
c5371,Does that pizza taste good?
c5372,Who is the little girl eating with?
c5373,I wonder how many kids were invited to this birthday party?
c5374,Do you think that owls are this kid's favorite animal?
c5375,Why is he wearing purple socks? 
c5376,Does he take care of the plants in the picture? 
c5377,You think the child in the background will grab the ball if the other child misses the swing?
c5378,If you had to guess what state was this picture taken in?
c5381,Are the guys walking up to the two in the front friendly?
c5382,Why is it that they are both wearing hats?
c5383,Are these sportsmen on their way home or on their way to go ski?
c5384,Are these men experts or novices in the sport of skiing?
c5387,How are the relationships of the people in the image enriched by this experience?
c5388,What will these people do after they're done here?
c5389,Is it legal for dogs to urinate in public in Europe?
c5390,Why are so many vehicles so tiny these days?
c5391,What kinds of tricks does he know on his skateboard?
c5392,What's his least favorite thing about skateboarding?
c5395,Who is flying the jets?
c5396,Why are the jets flying in formation?
c5397,Is she kicking the ball in the game or practice?
c5398,Is she on the winning team?
c5399,Where are they taking the elephant?
c5400,Is that elephant dangerous?
c5401,How many people are typically onboard a high speed train?
c5402,"Is it faster to travel by high speed train or plane?
"
c5405,How old is this building and the artwork?
c5406,Do you think that this person has taken a vow of silence?
c5409,Who threw him the frisbee?
c5410,What is the girls name in the background?
c5411,Where did this person go before coming to the lake?
c5412,Is this person going to go swimming?
c5415,What is inside of the green bag that the woman is holding?
c5416,Was this picture taken in the morning or in the afternoon?
c5417,Why do the skiers have numbers on their clothing?
c5418,How long have the skiers been skiing today?
c5421,Does this monorail materially help the city above and beyond other kinds of public transit?
c5422,How many lives are affected by the access to transportation this train provides?
c5423,What event is this for? 
c5424,Are the winds strong enough to fly the kites? 
c5425,"Is this field normally meant for livestock, like cows or sheep?"
c5426,What is the best way to fly a kite?
c5427,What are the official rules for this game?
c5428,What are some tips to improve your tennis serve?
c5429,Why do you think the man is holding a slow sign?
c5430,Do you think that traffic police are there for people with the bikes?
c5431,Does this person like taking photos?
c5432,What's inside the orange bins?
c5433,Is he a professional DJ or just a newbie?
c5434,Is he being a DJ at a party or doing it for fun?
c5435,How many different varieties of tulips are there?
c5436,"Are there set dimensions for the size of umbrellas?
"
c5437,What course is currently being taught by this man?
c5438,"Is this course an undergraduate course, a graduate level course, or a doctorate level course? "
c5441,"If this person could get a new tattoo, what would it be?"
c5442,What is this person excited about?
c5443,Are they in a competition like a bike race?
c5444,Are the kites pulling them along?
c5445,I wonder how many occupations this person has?
c5446,Do you think purple is her favorite color?
c5447,What is the point of this event
c5448,How many horses are injured during this event every year?
c5449,How many calories are in a donut?
c5450,What cultures around the world eat the most donuts?
c5453,Did this person get some important news?
c5454,Is this person apart of a Fraternity?
c5455,How high up do you think the skier's are?
c5456,Do you think they do this for sport or for fun?
c5459,Where has this person traveled to before?
c5460,Does this person enjoy sports?
c5461,What did she eat for breakfast?
c5462,Who is talking to the shirtless man in the background?
c5467,Where was she stationed before this picture?
c5468,What is the next rank she can obtain?
c5471,Is it raining?
c5472,Why is she sad?
c5473,What is that?
c5474,Why are they holding it?
c5475,How long has this person had this dog?
c5476,How old is that dog?
c5479,How old is he?
c5480,Is he practicing a swing or actually hitting a ball?
c5481,What time of day does this take place?
c5482,Has both of the children had a nap today?
c5485,Is that dangerous?
c5486,Where is this?
c5487,What else is in the air besides the bird?
c5488,What are they doing?
c5489,How old is he?
c5490,What did they eat before the cake?
c5493,Where was that picture taken?
c5494,Can this place pass a health inspection? 
c5497,What is her favorite type of movie.
c5498,What is one of her hobbies? 
c5499,Is kite flying a regular hobby for this person?
c5500,What beach was this picture taken?
c5503,How long has this person been snowboarding?
c5504,Where is the snowboarder? 
c5507,Do horses like to be in these kinds of competitions?
c5508,How frequently do riders get hurt during these competitions?
c5511,why the cows are walking on the road?
c5512,why there isn't any traffic?
c5513,How cold is it there?
c5514,What brand snowboard is that?
c5515,How did these people hear about this event?
c5516,Did this dog go through training specifically for this event?
c5517,How much do you think they have had to drink?
c5518,Are they all kin?
c5519,Whats the experiment in progress?.
c5520,"Digging and exploring further, are you Tad the explorer?."
c5521,How well do I know this person?
c5522,Is this person celebrating something personal within their own life or is she smiling because of me?
c5523,What time of year is it in the photo?
c5524,Where do you think this is at?
c5525,Is this a typical day for this man?
c5526,Is the event that is causing him stress something that is going to be over soon?
c5527,Special friend in distress?.
c5528,"Did you just say ""me to you"", are you friends with stuffed humans?"
c5529,How long is the train track?
c5530,How fast does the train travel?
c5531,"Is this stuffed animal being returned, picked up, or abandoned?"
c5532,What is the connection between these items?
c5533,why the another guy doesn't have a helmet?
c5534,why the rider didn't care about passenger's safety?
c5535,What event are these women celebrating?
c5536,Have they been friends for a long time or is this more of a superficial friendship?
c5537,Is the white hoarse male or female?
c5538,Are they racing the hoarse?
c5539,Whats you trying to peep with a question?
c5540,There's a lot of tall surprise in to see isn't it?
c5541,why is the woman eating beside the road?
c5542,which place is it?
c5543,Is this person the only one out flying a kite today?
c5544,What kind of platform is he standing on?
c5545,Are you stuck in confusion or directionless?
c5546,Where's you walking with no direction. ?
c5547,Does this person need help?
c5548,Why is this room so messy?
c5549,why didn't the woman wait for the bus at the bus stop?
c5550,"why did the bus turned on light at day time?
"
c5551,Will she get out of of the rain soon?
c5552,What did she need to go out to buy?
c5553,Seriously wanna kill the Calf ?.
c5554,Where's the mounting pressure?
c5555,How old is this person?
c5556,How old is this photograph?
c5557,How long has this child been playing baseball?
c5558,Did he get a hit?
c5559,why did someone draw on the wall?
c5560,is the girl real or is it a photo?
c5561,Did she play tennis in school?
c5562,Was she given tennis lessons as a child?
c5563,Is this some sort of small business working out of a home?
c5564,Where is the third person?
c5565,What color is the sweater?
c5566,What kind of cat is that?
c5567,Did this tennis player win the game?
c5568,How skilled is this tennis player?
c5569,"What type of video are these people making, is it a movie?"
c5570,Is this a school project video?
c5571,Is this a kite flying competition?
c5572,Are the kites used for fighting each other?
c5575,Where are these guys going?
c5576,How come the adult isn't wearing a shirt?
c5577,Why are there two bridesmaids and only one groomsman?
c5578,What country are the bride and groom from?
c5579,Where is this located?
c5580,What body of water is this?
c5583,Did the owners of the cat leave the TV on for the cat so it wouldn't be lonely?
c5584,Can the cat change the channel or turn off the TV?
c5585,Where is this bus headed to?
c5586,Where is the bus currently at?
c5587,Does this chef enjoy making this dish specifically more than other dishes?
c5588,How long has she been working for this shift?
c5589,What city are they in?
c5590,What's the temperature?
c5591,What is wrong with the color contast on the tv?
c5592,"Why is the cat staring at the tv, what is it watching?"
c5595,What kind of things can you do using these laptops?
c5596,How much have computers improved since these?
c5597,Is tennis hard to know and play?
c5598,What are mastery skills in playing tennis?
c5599,How any years has this person been a chef?
c5600,What restaurant is she working at?
c5601,Do you think this photographer is a professional?
c5602,Do you think the photographer is more interested in the elephants or the birds?
c5603,How long has this man be surfing?
c5604,Where in the world are the waves like this?
c5605,Are the playing a game or in timeout?
c5606,What game are they playing?
c5607,What beach are these guys on?
c5608,Do you think he will catch the frisbee?
c5609,Is the dog scared of the water?
c5610,Did the man catch a lot of fish?
c5611,Is this person surreptitiously sneaking a bite of her date's meal?
c5612,Is this plate most likely breakfast or lunch?
c5615,How much are bananas per pound?
c5616,What is the name of the vendor that runs the stand?
c5619,How many meals can this man cook?
c5620,What type of food is he making?
c5621,Is this a sports camp?
c5622,Do any of these kids actually play tennis?
c5623,"Is this man going to be alright, is he in pain and does he need medical attention?"
c5624,What is he thinking about that is giving him such a trance like look of thought?
c5625,What is the temperature there?
c5626,How old is the child?
c5627,Is this at an airport or on a naval ship?
c5628,What country are these men from?
c5629,Why is the man dumping the luggage?
c5630,What airport is this?
c5633,What flavor of pizza is was the most popular at this event?
c5634,What are these people celebrating?
c5637,Where is this shop located?
c5638,Do they make anythink you can smoke out of?
c5639,where is this located?
c5640,what is the context the people are interacting in?
c5643,What is the emotional state of the person lying in bed?
c5644,Is this picture taken in the morning or evening?
c5645,What did he do before relaxing?
c5646,What is he thinking about when watching the movie? 
c5647,How hard is the rainfall?
c5648,What city is this?
c5649,Why did the girl get the stuffed bear?
c5650,How is the girl feeling?
c5651,How many miles per gallon can the motor scooter get?
c5652,How much are the biker’s shoes?
c5653,Are mom Jeans a thing?
c5654,To be or not to be a ghost?
c5655,Do you think the owners dust the store properly?
c5656,Do you think they made the glass art themselves or import it for sale?
c5657,Are these two both having fun with their kite?
c5658,What kind of winds are they expected to have?
c5661,"Where is this picture taken?
"
c5662,Where did these people meet?
c5663,Are bananas expensive?
c5664,Can you eat unripe bananas?
c5665,is this type of jump safe?
c5666,what is the material the underlaying blue blocks made of?
c5669,Where are they going?
c5670,Why is the person in the back holding a umbrella?
c5671,How old is this man?
c5672,What does he do for a living?
c5673,Is this child under excessive parental pressure to excel athletically?
c5674,Is this picture taken in the United States or a different country?
c5675,Who's the best man? 
c5676,Do you wanna marry me?
c5677,what is the action being done here?
c5678,Does the horse consider this mistreatment?
c5681,Why is the man raising his hand in the air?
c5682,Why are all four persons in the picture gazing at something?
c5685,Is this hygienic? 
c5686,Do you eat your veggies?
c5687,What are the workers working on?
c5688,Which city is this in?
c5689,What do you think the kid is thinking about?
c5690,How old are the kids? 
c5691,Are mountain tops slippery?
c5692,How can one access a mountain top?
c5695,What's going on here?
c5696,Take my hand or jump?
c5697,Are you aware that pets could not see cathode ray tube generated images in the past?
c5698,Would you mind your cat approaching your TV like this?
c5699,Are these servicemen on active duty or reservists?
c5700,Are the sailors celebrating a special occasion or is this a common occurrence aboard a naval vessel?
c5701,Where in the world is this field?
c5702,How much do these horses weigh each?
c5703,How much does he enjoy this activity?
c5704,What are the other activities that he is interested in?
c5705,Is there an event happening?
c5706,What is the name of the horse?
c5707,is this myspace?
c5708,Cher and Bono in the 90's?
c5709,Why is the cop staring at something?
c5710,Are the other people concerned by the cop's presence?
c5711,Why are the suitcases so high up in the air?
c5712,Why is an officer there in the background
c5713,What is going on in this game?
c5714,Why did the person in the red look like he fell? 
c5715,What is the score of the football game?
c5716,Where is the match being played?
c5721,What is this lady doing?
c5722,Why does she have so many random items? 
c5723,Are they a couple?
c5724,How much photography experience does this man have?
c5725,Is the soccer player in the foreground on the winning or losing team?
c5726,Is this soccer player exceptionally talented?
c5727,Do horses tire?
c5728,Can a horse be wild at times?
c5729,What is the individual in the yellow jersey doing as he prepares to kick the ball?
c5730,Why did the man in the red shirt behind him fall?
c5731,Where is this game being played?
c5732,Is this game recent?
c5733,What do you think the gathering is for?
c5734,"What feelings, if any, do you think the horse is having in the photo?"
c5737,What is this child doing?
c5738,Aren't their legs cold with skin exposed?
c5741,What exactly is the lady displaying to us?
c5742,Why is the lady's right arm covered with red marks?
c5743,What does she do after she is through finishing the brushing of her teeth?
c5744,Is this a one-time thing or do they do this every morning?
c5745,Are these people on vacation?
c5746,What does the look in their eyes communicate?
c5747,Why are elephants of varied sizes grouped together?
c5748,What do you expect the elephants to do to the four birds?
c5753,Why is this person carrying a black umbrella?
c5754,In what country was this photo captured?
c5755,Have you ever visited Scotland?
c5756,Do you have any Scottish heritage in your family?
c5757,Why do companies support games?
c5758,How many players are there in the tennis game?
c5759,Are these elephants all from one family?
c5760,What are these animals doing?
c5761,How did the player fall?
c5762,How will the players save the ball from getting in the goal
c5763,Is she a morning or afternoon surfer?
c5764,The surface eat before or after they surf?
c5767,Is the man coaching the female?
c5768,How much do you think a decent set of skis cost these days?
c5771,Where is the truck going to?
c5772,How was BMW able to produce a truck like that
c5773,What event is the policemen at?
c5774,Is there a reason the horse is required?
c5775,Where are the kites going to?
c5776,Who were the people who sent those kites in the sky
c5777,How old is the man in the picture?
c5778,Why is he so happy about?
c5779,How steep is the hill?
c5780,Where is the ski lift located?
c5781,Do you think the guy in red has a hot girlfriend who likes to ice ski too?
c5782,I wonder if the guy in white has been doing this since he was a little kid or is he new to this?
c5783,What type of music do you think she collects?
c5784,Does her dress look like a coffee shop smock?
c5785,Why is horse racing called the sport of Kings?
c5786,What does Rolex do if people complained that the time shown is not right?
c5791,I wonder what happened to this person to make them a deviant?
c5792,Can you imagine the type of person who would bring their kids out to see this?
c5793,Do you think the kid on the right likes Naruto?
c5794,Which of these two do you think will grow up to be an actor?
c5795,Why is the catcher not wearing a mask?
c5796,Who is taking this picture and why?
c5797,What game are they playing?
c5798,Are they brothers?
c5799,I wonder if the girl who is crouching knows how to fix cars?
c5800,Which of these women ended up rich?
c5801,Would you take a picture of yourself eating?
c5802,I wonder if that's homemade pizza?
c5805,Do you think the lady on the left is single?
c5806,Does the woman on the right play Fortnite?
c5809,Do you wonder if the lady accidentally let the kite go after taking the picture?
c5810,Does this lady like apple pie?
c5813,Could she play soccer?
c5814,Is her favorite color pink?
c5817,Have they ever gotten stung by a jellyfish?
c5818,Have they traveled the world?
c5823,How old is the bird?
c5824,Where does the bird live and travel to?
c5825,How many hours does the plant truck drive around for?
c5826,How often is it cloudy in that location?
c5827,Who owns the horse?
c5828,Does that man own a cattle farm?
c5829,"What are the ingredients of this pizza?
"
c5830,How long it takes to cook it?
c5833,What country this birthday takes place?
c5834,How old is the birthday person?
c5835,What city is it?
c5836,Is it a special sun protected umbrella?
c5837,What movie are they watching?
c5838,How comfortable is that sofa?
c5839,What makes the girl sad?
c5840,Where is her mom?
c5841,"
Do you think the cat understands that the people/objects on the TV are not really there?"
c5842,Why do you think the cat is so captivated by what's on the TV?
c5843,Is the person taking an image of himself or of the bathroom?
c5844,How much do you think that camera costs?
c5845,Does this giraffe enjoy being in an enclosure?
c5846,Why is this giraffe bending down and sticking its tongue out?
c5847,Is this a famous woman?
c5848,Is she on a professional sports team?
c5849,How expensive was this meal?
c5850,In what country is this restaurant located?
a1,Is is a renewal of vows rather than a wedding based on lack of traditional topping and informal garb?
a2,Is it a chocolate cake?
a3,what wine would pair well with this pizza?
a4,Is this a homemade pizza or frozen pizza?
a5,Are these tennis players off the field?
a6,where is this tennis event taking place?
a7,What camera tools can be used to improve the quality of this image?
a8,Who is she looking at? A friend?
a9,How long has she been married?
a10,What are her favourite TV shows?
a11,Which month of the year do you think it is in this photo?
a12,At what time of day was this photo taken?
a13,How warm is the jacket that the man on the left is wearing?
a14,What is the woman on the right going to eat for breakfast this Saturday?
a15,In which direction will the bird fly?
a16,How high off the ground is the man on the balcony?
a17,Which member of the audience currently needs to use the restroom?
a18,Where is the tennis player going to walk his dog this evening?
a19,How many times did the man in the picture change his tie before deciding on the one he is wearing?
a20,What is the temperature of the room the man is standing in?
a21,How long ago has it been since this giraffe has seen its mother?
a22,Which person in this photo is craving a cheeseburger?
a23,How deep is the water?
a24,Which room in his home is this man going to sleep tonight?
a25,Why does one person have a longer board than the others?
a26,Which individual is more than likely the instructor or leader?
a27,How do you think this person felt at the time this photo was taken?
a28,Is this individual ending or beginning their day in the water?
a29,"Based on the picture, what is the approximate temperature?"
a30,What shoe brand is the girl with the red hair wearing?
a31,How many flights a day do you think this plane flew?
a32,How long do you think this plane has been in disrepair?
a33,How does the sun affect the height the kites may fly?
a34,Does the color of the kite affect the overall score?
a35,Is a vegan lifestyle better for young children? 
a36,Should parents be worried about potential hazards in the home when having children?
a37,Should more teams have kids' programs for young fans?
a38,Should the size of the baseball be smaller?
a39,Should motorcycles have their own designated parking spots?
a40,Should parking spaces be more spread apart?
a41,What do you think the man is being interviewed about?
a42,Do you think this is an intense conversation?
a43,Do you think these people still know each other?
a44,How old do you think the people are in this photo?
a45,What do you think is going on in this photo?
a46,Do you understand this photo?
a47,What do you think this lecture is about?
a48,What college do you think this picture was taken in?
a49,How do you think this guy feels looking in the mirror?
a50,Why do you think this photo was taken?
a51,What do you think everyone is looking at?
a52,Are cars not allowed on the street in this image?
a53,What country is this image from?
a54,How hot do you think it is outside in this image?
a55,What time of day is it?
a56,Is there a beach nearby?
a57,How old do you think the children are in this picture?
a58,Which Olympics do you think the boy's shirt is from?
a59,How long do you think the boy in the green shirt has been playing tee ball?
a60,Was this picture taken before practice or before a game?
a61,What might the girl in the picture be thinking about?
a62,Do you think these children are homeless or just hanging out?
a63,What filled you with joy as a kid?
a64,What activities did you like to do with your parents as a child?
a65,Were phones created to distract us from what we could truly become?
a66,how can we keep a balance of technology use and self care in our daily lives?
a67,Do you prefer dogs or cats as pets?
a68,What do your daily activities consist of?
a69,What gives you the feeling of nostalgia?
a70,What are some memories you cherish the most when growing up?
a71,Is this a rave?
a72,shouldn't these kids be in school 
a73,What foods are part of an elephant's diet?
a74,How tall is the average elephant?
a75,Would that bear be a good gift for children?
a76,Which toy of the two would a kid prefer?
a77,Did this man attend college?
a78,Where was this picture taken?
a79,is he tired of standing there
a80,I don't see the ball
a81,Where is the man in the picture going?
a82,How many people were inside of that train?
a83,What city is this picture located at?
a84,What type of stores are inside the building?
a85,Is this a circus
a86,Are the animals happy
a87,How many people do you think attended this wedding?
a88,What do you think the flavor of the cake is?
a89,Why do you think this dog is interested in this movie?
a90,What dog breed do you think this is?
a91,How long do you believe this dad was away from his family?
a92,Do you think this little girl is the only child?
a93,What rank do you think this tennis player is? 
a94,What do you think about her tennis outfit?
a95,What do you believe this man is thinking when he looks at this car?
a96,What country do you think this image is from?
a97,Is this a house
a98,what does that painting mean
a99,what game is he playing
a100,Is this an apartment
a101,Why is the women dressed so neatly when attended to a horse?
a102,What's the horse's name?
a103,What's the woman drinking?
a104,What year was this photo taken?
a105,Where was this photo taken?
a106,Has the photo been edited?
a107,How old is the girl?
